Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
519001,-0.2781,0.00496,0.0203,-0.2546,0.9413,0.022937698,0.019098713,0.783786505,0.07042329,-0.038455666
519101,-0.2066,0.00429,0.0144,-0.2546,1.5385,0.038429701,0.022192895,0.888453491,0.065472888,0.184986614
519201,-0.3003,0.0188,0.0202,-0.2504,1.5044,0.064601446,0.030456998,0.709283589,0.137042696,0.076442189
519301,-0.232,0.0321,0.0193,-0.2558,0.9331,0.048891457,0.017975204,0.343076473,0.179214811,0.006671054
519401,-0.2989,0.00457,0.0248,-0.2261,0.5989,0.013470419,0.014856172,0.66046361,0.067629116,-0.16353968
519501,-0.2508,0.0166,0.0134,-0.2465,0.7486,0.02416521,0.010040448,0.311054782,0.12902909,-0.066255734
519601,-0.4503,0.0325,0.0439,-0.2932,0.8855,0.066899055,0.038861689,0.514396877,0.180239812,-0.190642176
519701,-0.3183,0.0124,0.0135,-0.2484,0.3184,0.013765165,0.004303932,0.099566863,0.111331087,-0.239199184
519801,-0.2954,0.0092,0.04,-0.2481,0.3697,0.014659836,0.014774739,0.372595651,0.095904354,-0.203673616
519901,-0.3458,0.0162,0.0185,-0.2902,0.7809,0.027481666,0.014417846,0.409710918,0.127366114,-0.11922227
520001,-0.3005,0.0442,0.0256,-0.2279,1.0213,0.070908,0.026106466,0.376023802,0.210344727,-0.067759215
520101,-0.2785,0.0219,0.0127,-0.2487,1.2321,0.041204066,0.015660392,0.468287241,0.148015972,0.027954413
520201,-0.1937,0.0319,0.0521,-0.1638,1.0374,0.08793956,0.054008924,0.637122943,0.178637198,-0.023773432
520301,-0.1676,0.0298,0.0284,-0.1876,1.1075,0.064583095,0.031445315,0.539226499,0.172505591,0.040232576
520401,-0.3062,0.0145,0.0141,-0.2485,0.6409,0.02030597,0.00906649,0.286159393,0.120396122,-0.146908403
520501,-0.2912,0.0131,0.0241,-0.2813,1.0372,0.039086273,0.025026455,0.66411722,0.114579256,0.000571773
520601,-0.2696,0.00392,0.0115,-0.2464,1.3535,0.025002294,0.015574722,0.843166087,0.062619547,0.06399856
520701,-0.1991,0.00844,0.0221,-0.2369,0.897,0.026192396,0.019789788,0.677713177,0.09187744,0.013380392
520801,-0.2556,0.0049,0.0188,-0.2153,0.8211,0.017593561,0.015454872,0.721319794,0.070021262,-0.078838678
520901,-0.3111,0.00177,0.00992,-0.2481,0.8615,0.009138756,0.008548975,0.805944047,0.042112113,-0.097428916
521001,-0.2706,0.00788,0.022,-0.2563,1.814,0.080150924,0.039842946,0.901744028,0.088742926,0.194243139
521101,-0.2681,0.0121,0.0263,-0.2755,0.4692,0.017856736,0.012346522,0.324420097,0.109834656,-0.138845686
521201,-0.2447,0.108,0.0137,-0.2395,1.4742,0.137702585,0.020174108,0.215983165,0.328574413,0.108433805
521301,-0.327,0.0135,0.0295,-0.2715,0.8462,0.0345771,0.024942502,0.610379194,0.116068762,-0.097260389
521401,-0.3268,0.0156,0.033,-0.2709,0.8115,0.037337237,0.026755363,0.581529465,0.124998134,-0.107008515
521501,-0.3033,0.0298,0.0211,-0.2473,1.3318,0.067245222,0.028117844,0.556864587,0.172623113,0.026044669
521601,-0.281,0.0658,0.0144,-0.2543,0.4859,0.069184178,0.00699939,0.049162257,0.256481827,-0.157387047
521701,-0.4219,0.0404,0.0168,-0.2664,0.921,0.054640413,0.015448358,0.260394212,0.201028271,-0.176484253
521801,-0.3176,0.0142,0.016,-0.2725,0.8991,0.027139306,0.014417696,0.477657052,0.119063115,-0.072555515
521901,-0.2825,0.0137,0.0301,-0.2516,0.0987,0.014013822,0.002972426,0.0209267,0.11713479,-0.257715382
522001,-0.2455,0.0222,0.027,-0.1814,0.8386,0.041201137,0.022667714,0.461385927,0.148968158,-0.093409174
522101,-0.2532,0.0191,0.0215,-0.2068,0.9631,0.039018955,0.020664411,0.510080214,0.138261195,-0.054056912
522201,-0.301,0.0353,0.0172,-0.3194,0.353,0.037399634,0.006062718,0.057216788,0.18777579,-0.18828166
522301,-0.3189,0.0292,0.0196,-0.2885,1.1542,0.05535841,0.022644801,0.472138368,0.170943208,0.014091004
522401,-0.3881,0.0154,0.0368,-0.264,0.7348,0.035270337,0.027033958,0.563229941,0.124116989,-0.194072706
522501,-0.3838,0.0319,0.0376,-0.3186,0.9356,0.064881229,0.035213749,0.50776729,0.178708319,-0.085810196
522601,-0.3659,0.0258,0.0203,-0.2782,0.8702,0.041115633,0.017640311,0.373352155,0.160514867,-0.12381727
522701,-0.1745,0.0378,0.0224,-0.1991,0.7126,0.049187528,0.015957441,0.231177307,0.194464619,-0.032596775
522801,-0.245,0.00862,0.029,-0.234,0.6354,0.020348229,0.018450336,0.576170605,0.092866451,-0.096315986
522901,-0.3734,0.0138,0.0439,-0.3044,0.6464,0.032115825,0.02835063,0.570577098,0.117436242,-0.176612284
523001,-0.2873,0.0194,0.0157,-0.2539,1.5226,0.05586183,0.023969066,0.653294345,0.139167569,0.099248775
523101,-0.3292,0.0332,0.0208,-0.2427,1.1215,0.059315969,0.02331329,0.440789852,0.182126581,-0.056964944
523201,-0.3613,0.0426,0.0135,-0.3043,0.8295,0.051854891,0.011194802,0.179072917,0.206322768,-0.108874237
523301,-0.3313,0.033,0.0178,-0.2739,0.8204,0.044932182,0.014597061,0.266512464,0.181541168,-0.106602441
523401,-0.3003,0.0168,0.0133,-0.2457,1.5411,0.04853447,0.02056941,0.653123808,0.129751502,0.078363256
523501,-0.2524,0.0113,0.0142,-0.2342,0.8978,0.022712421,0.012756182,0.504231907,0.106113588,-0.042152911
523601,-0.2969,0.00404,0.0153,-0.2696,1.0679,0.021528706,0.016377223,0.812351669,0.063559623,-0.009009674
523701,-0.328,0.000721,0.0239,-0.3177,1.0584,0.027534341,0.025332917,0.973820987,0.026848126,0.008270489
523801,-0.3606,0.000625,0.036,-0.3001,1.1221,0.045948689,0.040390261,0.986389269,0.025007903,-0.023832329
523901,-0.3376,0.00475,0.0306,-0.286,0.4365,0.010578423,0.013351683,0.550977857,0.068919852,-0.212734419
524001,-0.3556,0.028,0.017,-0.2885,1.1032,0.048728448,0.018745924,0.424407402,0.167474576,-0.037345104
524101,-0.3677,0.0259,0.019,-0.2214,1.3173,0.058773461,0.024985606,0.560017404,0.16080827,-0.07604404
524201,-0.2696,0.024,0.0558,-0.2675,0.8659,0.065800681,0.048294459,0.635503924,0.154867976,-0.037906217
524301,-0.3668,0.0247,0.0175,-0.2546,0.4115,0.02771041,0.007202439,0.106969214,0.157309405,-0.261979769
524401,-0.2589,0.0188,0.0129,-0.2631,1.661,0.054494981,0.021489577,0.654991394,0.137117604,0.178051558
524501,-0.3113,0.0329,0.0185,-0.2389,0.5693,0.038918516,0.010539199,0.154160466,0.181435442,-0.175304344
524601,-0.3173,0.0398,0.0197,-0.2609,0.4784,0.044275379,0.009428242,0.101874424,0.199411259,-0.192500093
524701,-0.3186,0.0349,0.0176,-0.3212,0.8486,0.047584285,0.014936239,0.26636539,0.186840784,-0.046010834
524801,-0.2738,0.0275,0.0257,-0.2076,0.8813,0.047456087,0.022655324,0.420752416,0.165797538,-0.090890695
524901,-0.2314,0.00639,0.0267,-0.2174,0.7929,0.023164886,0.021160872,0.724334711,0.079910918,-0.059075072
525001,-0.2383,0.0365,0.0305,-0.1952,0.4472,0.042560292,0.013648824,0.14340229,0.19093729,-0.151033445
525101,-0.2251,0.0216,0.017,-0.2573,1.1246,0.043018378,0.019074047,0.498653752,0.146857423,0.064209338
525201,-0.3329,0.00718,0.0126,-0.2647,1.271,0.02755697,0.016032365,0.739480325,0.084729763,0.003560203
525301,-0.3053,0.0308,0.0171,-0.2335,0.871,0.043787573,0.01492803,0.296942609,0.175457052,-0.101990748
525401,-0.2623,0.0391,0.0176,-0.2553,1.0749,0.059449537,0.018913566,0.341973105,0.197786233,0.012065065
525501,-0.3214,0.0256,0.0129,-0.2652,0.9134,0.036349969,0.011749907,0.295264042,0.160053522,-0.079134238
525601,-0.2702,0.00973,0.014,-0.2661,1.3318,0.034616139,0.01868611,0.718905684,0.098642789,0.084266472
525701,-0.2711,0.0086,0.0217,-0.2556,0.5972,0.016327494,0.012943655,0.473444994,0.092721755,-0.118468715
525801,-0.3031,0.027,0.0262,-0.2701,0.9157,0.048915147,0.023963029,0.448582793,0.164233535,-0.055759823
525901,-0.2852,0.0139,0.0115,-0.2381,0.5903,0.017913725,0.006766236,0.222948177,0.117982595,-0.144670117
526001,-0.3308,0.00306,0.0259,-0.2463,0.8342,0.021094219,0.021625054,0.855169422,0.055272849,-0.125365813
526101,-0.3376,0.00287,0.0217,-0.2916,1.1721,0.032681117,0.025429845,0.912060286,0.053609403,0.004134163
526201,-0.3418,0.00694,0.0185,-0.2786,1.1339,0.030674867,0.020932892,0.773811423,0.083296486,-0.025916947
526301,-0.2397,0.0249,0.0115,-0.2177,0.658,0.02990786,0.007580586,0.166785274,0.15785965,-0.09649781
526401,-0.2568,0.0137,0.0191,-0.2262,0.3244,0.015697498,0.006195109,0.12803815,0.116994102,-0.183407932
526501,-0.2619,0.0224,0.021,-0.2033,1.4985,0.069498809,0.031415867,0.677386927,0.149737184,0.042816252
526601,-0.3096,0.018,0.0207,-0.2467,1.0015,0.038751712,0.02072914,0.53572212,0.134132631,-0.062524291
526701,-0.3888,0.0374,0.0254,-0.2493,0.8866,0.057378482,0.022543738,0.348351385,0.193366513,-0.167742986
526801,-0.2491,0.00756,0.0449,-0.2408,1.2781,0.08094892,0.057419975,0.906591828,0.086955682,0.058645632
526901,-0.3727,0.00968,0.0253,-0.3187,1.0087,0.035404522,0.025503234,0.726592573,0.098386276,-0.051311733
527001,-0.3674,0.0352,0.0315,-0.2136,0.8461,0.057736172,0.026684164,0.391058257,0.187504573,-0.186622944
527101,-0.3188,0.0364,0.0241,-0.2551,0.9679,0.058996657,0.023360136,0.383245933,0.190752269,-0.071873908
527201,-0.2698,0.0216,0.0142,-0.2349,1.5475,0.055526469,0.021899859,0.610356547,0.147090194,0.093646357
527301,-0.2373,0.0114,0.0124,-0.2412,1.4125,0.036039586,0.017461874,0.684397002,0.106649901,0.103339984
527401,-0.2242,0.0129,0.022,-0.2251,0.9314,0.032019296,0.020513886,0.596722321,0.113633918,-0.014482166
527501,-0.3263,0.0287,0.0317,-0.2535,0.7882,0.048431111,0.025015094,0.407112016,0.169452718,-0.126450636
527601,-0.2417,0.0132,0.0138,-0.2202,1.3232,0.037311169,0.018211617,0.64587254,0.114947421,0.049644577
527701,-0.299,0.0283,0.0228,-0.2242,0.613,0.036913327,0.013979055,0.232144559,0.168357057,-0.161608797
527801,-0.3527,0.0292,0.0152,-0.2378,1.3059,0.055113909,0.019861092,0.470607,0.170812522,-0.042125883
527901,-0.2616,0.0942,0.0255,-0.1977,1.0684,0.123329599,0.027280674,0.236329801,0.306892716,-0.050331548
528001,-0.2908,0.0147,0.0335,-0.2418,0.6295,0.027973519,0.021083469,0.474421113,0.121253005,-0.138570953
528101,-0.3419,0.0268,0.0216,-0.2582,1.0378,0.050145249,0.022453117,0.464666683,0.163842676,-0.073944042
528201,-0.2706,0.0441,0.0185,-0.2637,0.5548,0.049790031,0.010252043,0.11424267,0.210004488,-0.12426853
528301,-0.4033,0.0435,0.0101,-0.2575,1.4264,0.064061405,0.014414923,0.320962209,0.208566812,-0.036034144
528401,-0.4034,0.0412,0.0161,-0.2565,1.0599,0.05930668,0.017093865,0.305497051,0.202949905,-0.131522897
528501,-0.301,0.0649,0.0259,-0.2574,1.3997,0.115711673,0.036292526,0.439009117,0.254780677,0.059257185
528601,-0.3377,0.0105,0.0175,-0.2354,0.7326,0.01986718,0.01281764,0.472636942,0.102358275,-0.165285044
528701,-0.2432,0.0344,0.0119,-0.2296,0.0319,0.034437323,0.000380159,0.00035165,0.185540328,-0.235840706
528801,-0.3767,0.0381,0.0196,-0.2494,0.6587,0.046588873,0.012908494,0.182509594,0.195156237,-0.212420473
528901,-0.2648,0.0209,0.0263,-0.2529,0.7106,0.034185595,0.01866047,0.387907843,0.144653845,-0.085116767
529001,-0.2576,0.0171,0.0117,-0.235,0.4311,0.019286086,0.005033463,0.112518021,0.130828335,-0.156320739
529101,-0.334,0.0333,0.0198,-0.2645,0.7042,0.043075014,0.013911631,0.227422123,0.182424786,-0.147757243
529201,-0.3168,0.0206,0.0387,-0.2438,1.5203,0.109971028,0.05881577,0.813107548,0.143362321,0.053865391
529301,-0.2916,0.00988,0.0258,-0.2191,0.3292,0.012680219,0.008501561,0.220693965,0.0994071,-0.219493984
529401,-0.2491,0.0233,0.0187,-0.2419,1.0963,0.045679459,0.020452378,0.490845,0.152505492,0.016028567
529501,-0.2957,0.0325,0.0212,-0.2586,0.5494,0.03888112,0.011674274,0.1649695,0.180185795,-0.153599357
529601,-0.2042,0.0079,0.0119,-0.2158,0.1665,0.008225657,0.001977361,0.040015198,0.088862284,-0.168309714
529701,-0.321,0.00407,0.0258,-0.2475,0.6386,0.014595655,0.016480322,0.721051939,0.063807755,-0.162972025
529801,-0.3438,0.0119,0.0128,-0.273,0.6484,0.017226264,0.008268331,0.31122608,0.108926586,-0.166836367
529901,-0.3824,0.0498,0.0243,-0.2945,1.4146,0.098331071,0.034337322,0.493978745,0.223064143,0.034183862
530001,-0.278,0.0108,0.0202,-0.2308,0.8146,0.024250307,0.016481524,0.553602305,0.104044612,-0.08995978
530101,-0.2475,0.0273,0.0128,-0.2409,1.0005,0.040062636,0.012759226,0.31863981,0.165218295,-0.006552466
530201,-0.2678,0.0134,0.0189,-0.2413,0.6296,0.020918062,0.011886636,0.357793011,0.115903951,-0.11582018
530301,-0.2414,0.015,0.019,-0.278,0.8314,0.028099766,0.015777594,0.466844323,0.122399142,-0.010313213
530401,-0.3575,0.0243,0.0293,-0.23,0.7765,0.041951801,0.022729267,0.420681985,0.155895586,-0.178950001
530501,-0.2933,0.0185,0.0192,-0.2311,0.9666,0.036386447,0.018552126,0.492855164,0.135842551,-0.069889118
530601,-0.3669,0.0215,0.0207,-0.2876,0.5333,0.027364534,0.011044685,0.215248129,0.146541358,-0.213503156
530701,-0.3268,0.00855,0.0324,-0.2959,1.1157,0.048926808,0.036186294,0.825182618,0.092483817,0.003341927
530801,-0.3476,0.0308,0.026,-0.2161,0.574,0.039365684,0.014913941,0.217463769,0.175513743,-0.223527941
530901,-0.3117,0.0269,0.0223,-0.2594,0.6563,0.036507059,0.014636965,0.263143827,0.164013571,-0.14146146
531001,-0.3793,0.0456,0.0207,-0.2183,0.5732,0.05242307,0.011884126,0.129940734,0.213567736,-0.254169622
531101,-0.2329,0.0143,0.0335,-0.206,0.4114,0.019956565,0.013781313,0.284121236,0.11952607,-0.148089324
531201,-0.3424,0.0433,0.0145,-0.2437,0.279,0.044466408,0.00404339,0.025373396,0.208178154,-0.274441935
531301,-0.3082,0.00933,0.0211,-0.246,0.6604,0.018546548,0.013955671,0.496943881,0.096591689,-0.145759121
531401,-0.2329,0.025,0.0161,-0.2427,1.1945,0.047982425,0.019244272,0.479089565,0.158096635,0.056971542
531501,-0.3432,0.0312,0.0219,-0.2465,0.577,0.038457061,0.0126502,0.189807824,0.176515184,-0.200977465
531601,-0.2942,0.00268,0.0172,-0.3,0.8267,0.014465382,0.014260368,0.814987541,0.051732736,-0.046244328
531701,-0.3029,0.0244,0.036,-0.243,0.6312,0.038766388,0.02271042,0.369795233,0.156303431,-0.149493735
531801,-0.2665,0.0113,0.0192,-0.2706,-0.33,0.013370428,-0.006327427,0.156148172,0.106219868,-0.355803854
531901,-0.3132,0.038,0.027,-0.3008,0.7678,0.053959923,0.020723556,0.294869589,0.195060972,-0.082260289
532001,-0.3602,0.0169,0.0292,-0.2732,0.5802,0.026731682,0.016955706,0.367987669,0.129979816,-0.201710499
532101,-0.3058,0.0177,0.0318,-0.3095,1.2358,0.066308568,0.039325782,0.732922776,0.133077076,0.076603599
532201,-0.2439,0.0408,0.0174,-0.2179,2.0827,0.116236032,0.036224538,0.649072194,0.201966471,0.209863792
532301,-0.3074,0.0525,0.0146,-0.2331,0.5095,0.056245661,0.007429898,0.067300112,0.229042184,-0.188695459
532401,-0.2587,0.0212,0.0161,-0.2178,0.6206,0.027338197,0.009961481,0.226122482,0.145452454,-0.123509835
532501,-0.2773,0.0265,0.018,-0.2073,1.1531,0.050481357,0.020764343,0.474314445,0.162902794,-0.038284653
532601,-0.3244,0.0185,0.0412,-0.2597,0.7507,0.041689583,0.030896784,0.556363579,0.135996387,-0.129451127
532701,-0.3697,0.0129,0.0275,-0.3087,0.4975,0.019720087,0.013695241,0.345503565,0.113607775,-0.216067574
532801,-0.2167,0.032,0.0214,-0.2569,0.0721,0.032097304,0.001539717,0.003458121,0.178847163,-0.198201485
532901,-0.2858,0.014,0.0326,-0.2265,0.851,0.037663302,0.027776631,0.627590007,0.118432217,-0.093015071
533001,-0.357,0.0379,0.0224,-0.2706,1.2875,0.075097266,0.028860761,0.494806184,0.194778526,-0.008559701
533101,-0.2515,0.0467,0.0202,-0.2535,0.7815,0.058982025,0.015753421,0.208719894,0.21603542,-0.053390784
533201,-0.435,0.0405,0.0246,-0.2637,1.1855,0.075020194,0.029159114,0.460782596,0.201127308,-0.122436976
533301,-0.2821,0.013,0.0477,-0.2228,0.6926,0.035815708,0.03300727,0.638249595,0.11382595,-0.127821382
533401,-0.3515,0.0472,0.0291,-0.2334,1.8019,0.141712434,0.052443536,0.666824948,0.217290238,0.06906155
533501,-0.2985,0.00954,0.0323,-0.2651,0.7522,0.027843873,0.024332283,0.657363107,0.097674655,-0.099074624
533601,-0.2565,0.0203,0.0265,-0.254,1.0304,0.048442027,0.027266464,0.579989486,0.142639968,0.005248654
533701,-0.3223,0.0207,0.023,-0.2434,0.8066,0.035607081,0.018522666,0.419595277,0.143758541,-0.125993604
533801,-0.2708,0.0314,0.0258,-0.2801,0.0314,0.031445342,0.000809953,0.000808671,0.177256629,-0.262049463
533901,-0.3893,0.0101,0.0186,-0.289,1.6314,0.059607744,0.030356359,0.830839189,0.100415608,0.082242245
534001,-0.3547,0.0144,0.0269,-0.3142,0.7664,0.030177101,0.020624553,0.523764322,0.119880825,-0.113931515
534101,-0.3855,0.0109,0.0215,-0.2898,1.0235,0.033456208,0.022019791,0.673654195,0.104490637,-0.08889628
534201,-0.396,0.0309,0.0112,-0.2402,1.0709,0.043700327,0.011999294,0.294048774,0.175642534,-0.138770607
534301,-0.3432,0.00929,0.0247,-0.2519,1.0561,0.036798671,0.026045458,0.747471906,0.096398643,-0.077146416
534401,-0.3,0.00337,0.0281,-0.2383,0.8911,0.025646595,0.024996327,0.86848415,0.058076964,-0.087667554
534501,-0.2653,0.00794,0.0156,-0.2582,1.6466,0.05028798,0.025716486,0.842059597,0.089120726,0.159924168
534601,-0.3273,0.0219,0.0261,-0.2339,0.489,0.028099258,0.012766301,0.222151757,0.147840991,-0.212916155
534701,-0.2661,0.00527,0.0218,-0.2612,0.9685,0.025689767,0.02108253,0.794780189,0.072608878,-0.013166652
534801,-0.2962,0.00818,0.0201,-0.2596,0.6121,0.015703076,0.012295225,0.479256407,0.090428292,-0.13732277
534901,-0.2992,0.0131,0.0167,-0.236,1.4504,0.048210468,0.02418799,0.727665603,0.114583457,0.043081437
535001,-0.225,0.0202,0.0179,-0.216,0.6106,0.02682508,0.010910138,0.248345884,0.14199712,-0.093106046
535101,-0.2174,0.0423,0.0149,-0.2074,1.1443,0.061871946,0.017107308,0.316401727,0.205658832,0.019860189
535201,-0.3091,0.0169,0.0222,-0.2255,0.9841,0.038445897,0.021869421,0.559782291,0.130094446,-0.087143538
535301,-0.2649,0.0213,0.0324,-0.2475,0.4308,0.027297974,0.013939148,0.219986282,0.145920506,-0.158276486
535401,-0.3071,0.00873,0.0467,-0.286,0.8356,0.04135541,0.039048438,0.788990745,0.093415064,-0.068118007
535501,-0.3264,0.0383,0.0211,-0.2346,1.35,0.07676099,0.028474295,0.500766274,0.195759227,-0.009739801
535601,-0.196,0.0354,0.0286,-0.2249,0.848,0.055959879,0.024293012,0.368128701,0.188041063,-0.005253964
535701,-0.2904,0.0367,0.0161,-0.2171,1.078,0.055363191,0.01732805,0.337394996,0.191530486,-0.056449134
535801,-0.346,0.00958,0.0262,-0.2351,1.4036,0.06115175,0.036740807,0.843292966,0.097892336,-0.016052684
535901,-0.3439,0.1028,0.0352,-0.2178,0.0412,0.102837221,0.001449946,0.000581555,0.32058917,-0.334948163
536001,-0.3204,0.0798,0.0208,-0.2571,2.024,0.165241098,0.042195117,0.516825572,0.282560211,0.200007124
536101,-0.3395,0.0228,0.0217,-0.2931,0.8818,0.039662543,0.019156654,0.425890369,0.150899464,-0.081054274
536201,-0.2705,0.0228,0.0317,-0.1967,1.0333,0.056587164,0.032728,0.597645352,0.150891048,-0.067229893
536301,-0.3942,0.0451,0.0158,-0.2352,0.7582,0.054183293,0.011955246,0.167284445,0.212412972,-0.215861299
536401,-0.3705,0.0411,0.0249,-0.264,0.5659,0.049062122,0.014076221,0.162350103,0.202723658,-0.221089977
536501,-0.2935,0.0729,0.0153,-0.2307,0.4618,0.07614542,0.007077714,0.04292326,0.269957424,-0.186993709
536601,-0.2462,0.00797,0.0187,-0.2721,0.7844,0.01945633,0.0146482,0.590538201,0.089255947,-0.032766585
536701,-0.2637,0.0512,0.0253,-0.2269,1.0474,0.07896618,0.026542717,0.352056413,0.226198209,-0.026055273
536801,-0.2973,0.0233,0.0196,-0.258,0.5288,0.028751685,0.010339257,0.190148732,0.152592884,-0.160930549
536901,-0.2748,0.0151,0.0188,-0.2343,1.2831,0.045995937,0.024108155,0.672498879,0.122734351,0.025882362
537001,-0.2346,0.00447,0.0136,-0.2438,0.6124,0.009570686,0.008325569,0.532739585,0.066873033,-0.085314992
537101,-0.3039,0.0134,0.021,-0.2063,1.2396,0.045747882,0.02606008,0.706121041,0.115949731,-0.048220422
537201,-0.396,0.0264,0.031,-0.2481,1.4219,0.089041824,0.044065013,0.703674966,0.162435592,-0.043224871
537301,-0.3154,0.0273,0.0215,-0.2545,0.5358,0.033488557,0.011522877,0.184343772,0.165272955,-0.179036479
537401,-0.2449,0.03,0.0164,-0.2437,1.1707,0.052436905,0.019191114,0.428449829,0.173119386,0.040348963
537501,-0.2567,0.00781,0.0272,-0.2086,0.8453,0.027282426,0.023034332,0.713698123,0.088379918,-0.080417099
537601,-0.217,0.0155,0.0225,-0.2305,0.6325,0.02452992,0.014240685,0.367207746,0.124588698,-0.071257411
537701,-0.3063,0.0177,0.0333,-0.2519,1.2057,0.066143063,0.040203585,0.732841205,0.132931189,-0.002624143
537801,-0.2352,0.00611,0.0316,-0.2442,1.0582,0.041468233,0.033416444,0.852728371,0.0781479,0.023126521
537901,-0.3525,0.0343,0.016,-0.2812,1.4365,0.067318633,0.022974584,0.490245951,0.185245636,0.051533697
538001,-0.2812,0.0345,0.0216,-0.2976,0.9007,0.052051901,0.019475111,0.336981616,0.185772353,-0.013155498
538101,-0.3491,0.0268,0.0239,-0.2647,0.4731,0.03218036,0.011321044,0.166430403,0.16378208,-0.223904166
538201,-0.3517,0.0463,0.0242,-0.2896,0.8691,0.064542731,0.021034579,0.283246332,0.215084261,-0.099971495
538301,-0.3126,0.0492,0.0191,-0.2783,0.7161,0.059019532,0.013711164,0.166371432,0.22181156,-0.113356308
538401,-0.2961,0.025,0.0144,-0.2758,0.5897,0.029969707,0.00850405,0.167325599,0.157971541,-0.133418763
538501,-0.2131,0.0138,0.0526,-0.2468,-0.00937,0.013794482,-0.000492753,0.000334547,0.117430265,-0.215440388
538601,-0.2923,0.00129,0.0243,-0.2192,0.7067,0.013403554,0.017143771,0.90395181,0.035880177,-0.137345359
538701,-0.2924,0.00172,0.0068,-0.229,0.34,0.002510482,0.002312669,0.313245491,0.041522097,-0.214547126
538801,-0.3098,0.00406,0.0162,-0.2657,1.2259,0.028402849,0.019853174,0.856889147,0.063755439,0.015981009
538901,-0.233,0.0623,0.0219,-0.282,1.1769,0.092753746,0.02583332,0.327795605,0.24969877,0.09882621
539001,-0.3335,0.0224,0.0194,-0.2736,1.551,0.068962665,0.030052057,0.67587853,0.14950679,0.090825778
539101,-0.2356,0.0141,0.0205,-0.232,0.8769,0.029869044,0.018016592,0.528941302,0.118617338,-0.032138121
539201,-0.2429,0.00851,0.0352,-0.2925,0.9432,0.039853918,0.033233578,0.786548031,0.092232843,0.032995903
